-7.463487148284912109e+00 -1.728626251220703125e+01
-2.385587882995605469e+01 5.673928833007812500e+01
-3.707540035247802734e+00 6.158415222167968750e+01
4.682004165649414062e+01 3.449611663818359375e+01
5.391138076782226562e+01 5.839473724365234375e+01
4.551586151123046875e+00 2.928326225280761719e+01
2.048483657836914062e+01 8.745089721679687500e+01
2.511318397521972656e+01 3.295109176635742188e+01
9.914448738098144531e+00 -3.570049524307250977e+00
-2.357139968872070312e+01 2.301795244216918945e+00
7.653256058692932129e-01 8.274714660644531250e+01
3.080311012268066406e+01 5.190305328369140625e+01
-3.729516029357910156e+00 1.062024974822998047e+01
-9.198704719543457031e+00 4.318209457397460938e+01
-3.962877273559570312e+01 7.635785675048828125e+01
-1.796558380126953125e+01 7.684776306152343750e+01
-3.113878059387207031e+01 3.804315567016601562e+01
1.503132152557373047e+01 6.684748840332031250e+01
1.841544151306152344e+01 1.395429706573486328e+01
3.127545547485351562e+01 -1.155550384521484375e+01
3.555603790283203125e+01 7.091297912597656250e+01
3.932477569580078125e+01 1.158408069610595703e+01
4.997131347656250000e+00 -8.969612884521484375e+01
-3.465493011474609375e+01 -7.953243255615234375e+01
-4.725912094116210938e+01 5.340087127685546875e+01
1.942315483093261719e+01 1.090712738037109375e+02
2.097814941406250000e+01 -1.277643508911132812e+02
3.960172271728515625e+01 -9.158939361572265625e+01
-3.865111112594604492e+00 1.042623672485351562e+02
-2.287431907653808594e+01 -6.129859542846679688e+01
-1.600031018257141113e+00 -6.583874511718750000e+01
-4.097475814819335938e+01 1.976713371276855469e+01
1.065423393249511719e+01 4.741849136352539062e+01
9.114454984664916992e-01 -1.358699188232421875e+02
-3.279883575439453125e+01 -1.018615875244140625e+02
1.965416526794433594e+01 -1.026612319946289062e+02
3.673263788223266602e+00 -1.140980911254882812e+02
-1.423462867736816406e+01 -8.420330810546875000e+01
4.357331085205078125e+01 9.265508270263671875e+01
2.161353111267089844e+01 -7.782835388183593750e+01
3.849357604980468750e+01 -1.150052947998046875e+02
-2.694348526000976562e+01 1.003640975952148438e+02
1.373700141906738281e+01 -2.602662658691406250e+01
-2.002436447143554688e+01 -1.228044967651367188e+02
-1.201089477539062500e+01 -1.026149978637695312e+02
-2.669859886169433594e+01 -2.649895286560058594e+01
-6.684618949890136719e+00 -4.199806213378906250e+01
-1.663782501220703125e+01 2.484890556335449219e+01
