Gene stable ID,UniProtKB Gene Name ID
ENSG00000080910,A0A3B3IS28
ENSG00000080910,A0A3B3IRW0
ENSG00000080910,P36980
ENSG00000081237,Q0VAE8
ENSG00000081237,E9PKH0
ENSG00000081237,M9MMK8
ENSG00000081237,M3ZCP1
ENSG00000081237,A0A075B788
ENSG00000081237,M9MML4
ENSG00000081237,M9MML3
ENSG00000081237,M9MMK9
ENSG00000081237,A0A140TA79
ENSG00000081237,A0A140TA68
ENSG00000081237,A0A140TA57
ENSG00000081237,A0A140TA59
ENSG00000081237,A0A140TA77
ENSG00000081237,A0A2R8YE81
ENSG00000081237,A0A2R8Y5B1
ENSG00000081237,A0A0G2JNW2
ENSG00000081237,P08575
ENSG00000081248,B1ALM3
ENSG00000081248,Q13698
ENSG00000081277,A0A024R952
ENSG00000081277,Q13835
ENSG00000090104,Q08116
ENSG00000116260,A0A140VKE5
ENSG00000116260,A8MXT8
ENSG00000116260,O00391
ENSG00000116406,H0Y498
ENSG00000116406,Q9BZQ6
ENSG00000116667,A0A024R926
ENSG00000116667,A0A3B3ITU3
ENSG00000116667,Q9H246
ENSG00000116668,Q5TC96
ENSG00000116668,Q5T5J6
ENSG00000116679,X6R674
ENSG00000116679,H0Y5Y2
ENSG00000116679,Q9Y6Y0
ENSG00000116690,J3KP74
ENSG00000116690,E9PLR3
ENSG00000116690,Q92954
ENSG00000116698,E9PBK2
ENSG00000116698,E9PEK3
ENSG00000116698,B1ALB4
ENSG00000116698,D6RAD0
ENSG00000116698,D6R9J3
ENSG00000116698,E9PD50
ENSG00000116698,Q92540
ENSG00000116701,B1ALB7
ENSG00000116701,B1ALB6
ENSG00000116701,A0A0S2Z457
ENSG00000116701,P19878
ENSG00000116703,A0A024R982
ENSG00000116703,P20941
ENSG00000116711,P47712
ENSG00000116741,A0A024R939
ENSG00000116741,P41220
ENSG00000116747,G5E9R9
ENSG00000116747,A0A024R983
ENSG00000116747,D6RDN1
ENSG00000116747,H0Y9N5
ENSG00000116747,D6RE09
ENSG00000116747,P10155
ENSG00000116750,Q5LJB0
ENSG00000116750,Q5LJA5
ENSG00000116750,Q5LJB1
ENSG00000116750,Q5LJA9
ENSG00000116750,Q9Y5K5
ENSG00000116785,Q6NSD3
ENSG00000116785,A0A087WYK9
ENSG00000116785,Q02985
ENSG00000116833,E9PQH2
ENSG00000116833,F1D8R9
ENSG00000116833,O00482
ENSG00000116852,O75037
ENSG00000116857,A0A024R967
ENSG00000116857,B1ALM8
ENSG00000116857,B1ALM4
ENSG00000116857,F2Z389
ENSG00000116857,B1ALM7
ENSG00000116857,B1ALM5
ENSG00000116857,Q9P0T7
ENSG00000118193,Q15058
ENSG00000118194,Q7Z554
ENSG00000118194,E7EPW4
ENSG00000118194,A0A0A0MRJ5
ENSG00000118194,E7EPN8
ENSG00000118194,A0A0A0MRJ4
ENSG00000118194,A0A590UK91
ENSG00000118194,A0A499FJM7
ENSG00000118194,A0A590UJV2
ENSG00000118194,A0A590UKC2
ENSG00000118194,A0A590UK21
ENSG00000118194,P45379
ENSG00000118197,Q5T1V5
ENSG00000118197,Q5T1W1
ENSG00000118197,B7ZBU3
ENSG00000118197,B7ZBU4
ENSG00000118197,Q5T1V6
ENSG00000118200,Q08AD1
ENSG00000121446,H3BNR3
ENSG00000121446,H3BRN5
ENSG00000121446,H3BU64
ENSG00000121446,H3BNS3
ENSG00000121446,H3BNQ0
ENSG00000121446,H3BVE8
ENSG00000121446,A0A0U1RRF6
ENSG00000121446,A0A0U1RRN0
ENSG00000121446,A0A0U1RRA3
ENSG00000121446,A0A3B3ISC9
ENSG00000121446,A0A0U1RQD8
ENSG00000121446,A0A0U1RRF3
ENSG00000121446,A5PLK6
ENSG00000121454,A0A0S2Z5S4
ENSG00000121454,Q969G2
ENSG00000121481,X6RFN3
ENSG00000121481,Q99496
ENSG00000121486,X6RK96
ENSG00000121486,Q7Z2T5
ENSG00000127074,O14921
ENSG00000134365,A0A0C4DH21
ENSG00000134365,Q92496
ENSG00000134369,H0YA94
ENSG00000134369,A0A0A0MRJ3
ENSG00000134369,Q8NEY1
ENSG00000134371,A0A1B0GUB2
ENSG00000134371,A0A3B3IRP5
ENSG00000134371,A0A3B3ISN2
ENSG00000134371,A0A2R8Y640
ENSG00000134371,A0A2R8YHB3
ENSG00000134371,Q6P1J9
ENSG00000134375,Q99595
ENSG00000134376,A0A0C4DG35
ENSG00000134376,A0A075B6G4
ENSG00000134376,F5H0L2
ENSG00000134376,P82279
ENSG00000134389,Q9BXR6
ENSG00000135821,A8YXX4
ENSG00000135821,A0A2R8YDT1
ENSG00000135821,P15104
ENSG00000135823,O43752
ENSG00000135824,D6RD36
ENSG00000135824,P57771
ENSG00000135828,Q05823
ENSG00000135829,Q08211
ENSG00000135835,A0A1W2PNT5
ENSG00000135835,A0A1W2PPL5
ENSG00000135835,Q5VZ46
ENSG00000135837,E9PIK0
ENSG00000135837,Q5T2X4
ENSG00000135837,H0YD38
ENSG00000135837,A2A4F6
ENSG00000135837,Q5T2X5
ENSG00000135837,Q5VT06
ENSG00000135838,A0A087WZ70
ENSG00000135838,Q9BXD5
ENSG00000135842,Q9BZQ8
ENSG00000135862,R4GNC7
ENSG00000135862,P11047
ENSG00000143278,A0A3B3IS66
ENSG00000143278,P05160
ENSG00000143324,A0A024R911
ENSG00000143324,Q9UBH6
ENSG00000143333,O15492
ENSG00000143337,A0A0A0MSK5
ENSG00000143337,J3KN66
ENSG00000143337,H0YDU3
ENSG00000143337,Q5JTV8
ENSG00000143341,Q5TCP6
ENSG00000143341,Q96RW7
ENSG00000143344,Q9NZL6
ENSG00000143355,H0Y330
ENSG00000143355,H0YL54
ENSG00000143355,A0A0C4DGY4
ENSG00000143355,A0A087X083
ENSG00000143355,Q9NQ69
ENSG00000150681,Q9NS28
ENSG00000151414,C9J1H8
ENSG00000151414,F8WAG2
ENSG00000151414,F5H3U7
ENSG00000151414,Q8TDX7
ENSG00000151418,Q96LB4
ENSG00000153029,Q95460
ENSG00000157060,Q9BZQ2
ENSG00000157064,Q9BZQ4
ENSG00000157181,Q5SWX8
ENSG00000159166,A0A0J9YW63
ENSG00000159166,E9PDI4
ENSG00000159166,A0A0J9YVY2
ENSG00000159166,A0A0J9YYF6
ENSG00000159166,O00515
ENSG00000159173,G3V489
ENSG00000159173,G3V4F8
ENSG00000159173,A0A087WT47
ENSG00000159173,G3V3L5
ENSG00000159173,P19237
ENSG00000159176,E9PND2
ENSG00000159176,E9PP21
ENSG00000159176,E9PS42
ENSG00000159176,P21291
ENSG00000162630,O43825
ENSG00000162670,B1AMP1
ENSG00000162670,A0A0J9YVN8
ENSG00000162670,Q76B58
ENSG00000162687,Q3SY61
ENSG00000162687,A9LNM6
ENSG00000162687,A0A3B3IRL4
ENSG00000162687,Q6UVM3
ENSG00000162702,Q9Y2X9
ENSG00000162704,B1ALC0
ENSG00000162704,O15511
ENSG00000162783,Q5VY09
ENSG00000163362,C9JAT8
ENSG00000163362,E9PK29
ENSG00000163362,Q3KP66
ENSG00000163395,Q86VF2
ENSG00000163431,Q9BV00
ENSG00000163431,P29536
ENSG00000170128,O00155
ENSG00000173627,Q8WW27
ENSG00000174307,Q9Y5J5
ENSG00000176393,A0A087WU27
ENSG00000176393,H7C2T3
ENSG00000176393,C9JMZ3
ENSG00000176393,A6NKB8
ENSG00000176393,Q9H4A4
ENSG00000177888,Q5SVQ8
ENSG00000179930,Q5T619
ENSG00000198216,J3KP11
ENSG00000198216,F8W9Z1
ENSG00000198216,E9PIE8
ENSG00000198216,A0A2R8Y7W1
ENSG00000198216,Q15878
ENSG00000198700,Q5SVH5
ENSG00000198700,Q96P70
ENSG00000198756,Q5SXQ3
ENSG00000198756,Q5SXQ5
ENSG00000198756,A0A3B3IT37
ENSG00000198756,Q8IYK4
ENSG00000198860,A0A2U3TZM3
ENSG00000198860,B1ALV0
ENSG00000198860,E9PPN1
ENSG00000198860,F2Z3M0
ENSG00000198860,A0A2R8YHG0
ENSG00000198860,A0A2R8Y7T8
ENSG00000198860,A0A2R8Y6M5
ENSG00000198860,A0A2R8YDU8
ENSG00000198860,A0A2R8YEM0
ENSG00000198860,A0A2R8Y6A4
ENSG00000198860,A0A2R8YG40
ENSG00000198860,A0A2R8Y5L0
ENSG00000198860,Q8WW01
ENSG00000198892,Q96DD7
ENSG00000203724,Q5VUE5
ENSG00000203730,Q5T9Z0
ENSG00000213047,B3KR95
ENSG00000213047,B7ZBL5
ENSG00000213047,Q6P3S1
ENSG00000230124,A0A024R949
ENSG00000230124,A0A2R8Y544
ENSG00000230124,Q9BR61
ENSG00000232237,M0R2M9
ENSG00000244414,B1AKG0
ENSG00000244414,Q03591
ENSG00000253148,Q2M5E4
ENSG00000008118,C9IYV2
ENSG00000008118,A0A494C109
ENSG00000008118,Q96NX5
ENSG00000009790,H0YF09
ENSG00000009790,C9JBA0
ENSG00000009790,C9J0C0
ENSG00000009790,B1AJU2
ENSG00000009790,E2QRE5
ENSG00000009790,C9JXB3
ENSG00000009790,Q9Y228
ENSG00000054392,F5H2Y1
ENSG00000054392,A0A075B6R5
ENSG00000054392,B1AK61
ENSG00000054392,Q5VTY9
ENSG00000058668,A0A024R968
ENSG00000058673,C9J0L0
ENSG00000058673,E9PQ61
ENSG00000058673,E9PBY7
ENSG00000058673,A0A1W2PPR9
ENSG00000058673,O75152
ENSG00000069275,Q9H1E3
ENSG00000076356,O75051
ENSG00000077152,A0A024R9A9
ENSG00000077152,A0A2R8Y812
ENSG00000077152,Q9NPD8
ENSG00000077157,Q6GQY8
ENSG00000077157,E1CKY7
ENSG00000077157,A0A0U1RQI8
ENSG00000077157,O60237
ENSG00000082497,Q9NUC0
ENSG00000117139,B3KV94
ENSG00000117139,R4GN45
ENSG00000117139,A0A3B3ITR1
ENSG00000117139,A0A3B3ITJ7
ENSG00000117139,A0A3B3ITE7
ENSG00000117139,A0A3B3IT25
ENSG00000117139,A0A3B3ITA8
ENSG00000117139,A0A3B3IS31
ENSG00000117139,A0A3B3ITR3
ENSG00000117139,A0A3B3ITN3
ENSG00000117139,A0A3B3IS40
ENSG00000117139,A0A3B3ISE6
ENSG00000117139,A0A3B3ISK2
ENSG00000117139,Q9UGL1
ENSG00000117153,Q9H7R2
ENSG00000117153,J3QSX3
ENSG00000117153,Q53G59
ENSG00000117222,A0A024R9B5
ENSG00000117222,Q15291
ENSG00000117266,D6R9X1
ENSG00000117266,A0A024R996
ENSG00000117266,D6RA44
ENSG00000117266,A0A024R980
ENSG00000117266,A0A0A0MSJ6
ENSG00000117266,D6RGH0
ENSG00000117266,D6R9B0
ENSG00000117266,Q07002
ENSG00000117280,Q6FGU7
ENSG00000117280,E9PL56
ENSG00000117280,O14966
ENSG00000117322,Q5SR47
ENSG00000117322,A0A1W2PPV2
ENSG00000117322,P20023
ENSG00000117335,P15529
ENSG00000117594,A0A087WU76
ENSG00000117594,X5D2L1
ENSG00000117594,A0A0A0MQV1
ENSG00000117594,P28845
ENSG00000117595,G0Z349
ENSG00000117595,B1AJU4
ENSG00000117595,A0A2R8YHF3
ENSG00000117595,O14896
ENSG00000117597,Q68CQ4
ENSG00000117625,B4DV59
ENSG00000117625,E9PQE5
ENSG00000117625,E9PPC5
ENSG00000117625,H0YF22
ENSG00000117625,E9PR63
ENSG00000117625,Q9P2K3
ENSG00000122176,A0A024R971
ENSG00000122176,A0A3B3IRN5
ENSG00000122176,Q06828
ENSG00000122180,P15173
ENSG00000122188,Q8IWV1
ENSG00000123689,P27469
ENSG00000123836,F6XNB3
ENSG00000123836,F6RAZ1
ENSG00000123836,A0A087X2H4
ENSG00000123836,A0A087X278
ENSG00000123836,O60825
ENSG00000123838,F2Z2V7
ENSG00000123838,A6PVY5
ENSG00000123838,P04003
ENSG00000123843,Q5VVQ7
ENSG00000123843,P20851
ENSG00000133048,A0A024R969
ENSG00000133048,P36222
ENSG00000133055,A0A087X023
ENSG00000133055,Q13203
ENSG00000133056,A2RUF7
ENSG00000133056,F5GWN5
ENSG00000133056,Q5SW97
ENSG00000133056,Q5SWA0
ENSG00000133056,Q5SW98
ENSG00000133056,O00750
ENSG00000133059,Q6XUX3
ENSG00000133063,D6REY1
ENSG00000133063,Q13231
ENSG00000133065,B2RMP2
ENSG00000133065,Q8IVJ1
ENSG00000133067,Q5T508
ENSG00000133067,D6R9F0
ENSG00000133067,Q9HBX8
ENSG00000133069,A0A0C4DFR1
ENSG00000133069,O75069
ENSG00000136634,Q6FGW4
ENSG00000136634,A0A590UK12
ENSG00000136634,A0A286YEX3
ENSG00000136634,P22301
ENSG00000142224,Q9UHD0
ENSG00000143469,A0A1B0GTF1
ENSG00000143469,A0A1B0GTZ1
ENSG00000143469,Q8NB59
ENSG00000143473,A0A0S1TJ81
ENSG00000143473,A0A1W2PPA2
ENSG00000143473,A0A1W2PP68
ENSG00000143473,A0A1X7SBS6
ENSG00000143473,A0A1W2PNI2
ENSG00000143473,A0A1W2PRV9
ENSG00000143473,O95259
ENSG00000143479,Q5SY34
ENSG00000143479,A0A3B3ISB2
ENSG00000143479,O43781
ENSG00000143486,A0A087X1L6
ENSG00000143486,Q5SY38
ENSG00000143486,P41214
ENSG00000143839,A0A1B0GUZ2
ENSG00000143839,P00797
ENSG00000143842,E9PPW0
ENSG00000143842,E9PKD6
ENSG00000143842,Q9UN79
ENSG00000143845,Q5SXX8
ENSG00000143845,A0A024R9A8
ENSG00000143845,B7ZC34
ENSG00000143845,Q5SXX7
ENSG00000143845,A0A024R976
ENSG00000143845,Q5SXX4
ENSG00000143845,Q9NVF9
ENSG00000143847,B1APN9
ENSG00000143847,O75335
ENSG00000143850,A0A5F9ZH45
ENSG00000143850,Q5VTI5
ENSG00000143850,A0A1B0GUN5
ENSG00000143850,A0A1B0GW03
ENSG00000143850,Q9Y2H5
ENSG00000143851,A1MKQ8
ENSG00000143851,F8WF66
ENSG00000143851,A0A024R9A7
ENSG00000143851,C9JAW7
ENSG00000143851,E9PE54
ENSG00000143851,C9JBA9
ENSG00000143851,H7C5I3
ENSG00000143851,E7EUM0
ENSG00000143851,F8WEY3
ENSG00000143851,H7C4T8
ENSG00000143851,F8WF08
ENSG00000143851,J3KR55
ENSG00000143851,C9IYI6
ENSG00000143851,P35236
ENSG00000143858,Q8N9I0
ENSG00000143862,A0A087X2J2
ENSG00000143862,A0A024R977
ENSG00000143862,Q96BM9
ENSG00000158615
ENSG00000158711,A0A024R985
ENSG00000158711,A0A087X2F7
ENSG00000158711,A0A024R997
ENSG00000158711,P28324
ENSG00000158715,Q96JT2
ENSG00000159346,C9J0W7
ENSG00000159346,C9JNM5
ENSG00000159346,F8W782
ENSG00000159346,Q96A54
ENSG00000159348,Q9UHQ9
ENSG00000159388,P78543
ENSG00000162757,A0A0A8K8E6
ENSG00000162757,Q96LT6
ENSG00000162873,A0A024R981
ENSG00000162873,U3KPW1
ENSG00000162873,U3KPX9
ENSG00000162873,U3KQH1
ENSG00000162873,U3KQI4
ENSG00000162873,U3KQK4
ENSG00000162873,U3KQC2
ENSG00000162873,Q8IYD2
ENSG00000162877,Q6GTS8
ENSG00000162889,P49137
ENSG00000162891,Q9NYY1
ENSG00000162892,E7ER64
ENSG00000162892,E7ETP6
ENSG00000162892,Q13007
ENSG00000162894,E9PQG1
ENSG00000162894,E9PN59
ENSG00000162894,E9PPV1
ENSG00000162894,E9PMT7
ENSG00000162894,O60667
ENSG00000162896,P01833
ENSG00000162897,A0A0B4J1S2
ENSG00000162897,F8W7R9
ENSG00000163435,A0A024R974
ENSG00000163435,Q5SR36
ENSG00000163435,P78545
ENSG00000163444,Q8IXX5
ENSG00000163485,A0A087X173
ENSG00000163485,P30542
ENSG00000163531,X6RKN2
ENSG00000163531,D6RHX4
ENSG00000163531,A0A0C4DG92
ENSG00000163531,D6RBU5
ENSG00000163545,Q9H093
ENSG00000170075,O60883
ENSG00000170382,A0A024R993
ENSG00000170382,O75325
ENSG00000170498,A0A0D9SES6
ENSG00000170498,Q15726
ENSG00000174059,Q5JTA5
ENSG00000174059,P28906
ENSG00000174502,Q7LBE3
ENSG00000174514,B7Z8X0
ENSG00000174514,A0A087X0S2
ENSG00000174514,A0A087WUK7
ENSG00000174514,F5H391
ENSG00000174514,A0A087WYZ8
ENSG00000174514,A0A087WWW5
ENSG00000174514,Q8N468
ENSG00000174529,Q6P7N7
ENSG00000174567,Q6ZVE7
ENSG00000180667,Q5VVQ6
ENSG00000182004,A6NHK2
ENSG00000182004,P62304
ENSG00000182795,Q9BW04
ENSG00000183155,P47224
ENSG00000184144,A0A1W2PPY1
ENSG00000184144,A1ML24
ENSG00000184144,A0A1W2PQ11
ENSG00000184144,A0A1W2PQ86
ENSG00000184144,Q02246
ENSG00000186007,Q68G75
ENSG00000188770,Q5T2G3
ENSG00000188770,Q9UBM4
ENSG00000188783,P51888
ENSG00000196188,P14091
ENSG00000196352,B1AP15
ENSG00000196352,H7BY55
ENSG00000196352,B1AP13
ENSG00000196352,P08174
ENSG00000196550,Q5TYM6
ENSG00000196550,U3KQM2
ENSG00000196550,U3KQ03
ENSG00000196550,U3KPW2
ENSG00000196550,Q5TYM5
ENSG00000196878,Q5THA1
ENSG00000196878,X1WI29
ENSG00000196878,A0A0S2Z3R6
ENSG00000196878,Q13751
ENSG00000197721,A0A0C4DGF5
ENSG00000197721,Q2VPA4
ENSG00000198049,P47901
ENSG00000198625,Q6MZR7
ENSG00000198625,Q68DC0
ENSG00000198625,A0A087WZ58
ENSG00000198625,Q5T0Y2
ENSG00000198625,A0A087WTR9
ENSG00000198625,Q5T0Y4
ENSG00000198625,Q5T0Y3
ENSG00000198625,A0A087WUE3
ENSG00000198625,O15151
ENSG00000203710,E9PDY4
ENSG00000203710,Q5SR44
ENSG00000203710,E9PQN4
ENSG00000257315,P86452
ENSG00000263528,A0A075B7B4
ENSG00000263528,A0A075B7C7
ENSG00000263528,A0A075B7D5
ENSG00000263528,Q14164
ENSG00000263961,A0A075B7E7
ENSG00000263961,Q6ZWK4
ENSG00000266028,Q5VZB4
ENSG00000266028,B7ZM87
ENSG00000266028,E9PDX4
ENSG00000266028,A0A075B7E9
ENSG00000266028,A0A075B743
ENSG00000266028,A0A075B7B5
ENSG00000266028,A0A075B7C8
ENSG00000266028,O75044
ENSG00000266094,Q8TEK8
ENSG00000266094,A0A075B763
ENSG00000266094,A0A1B0GTG4
ENSG00000266094,Q8WWW0
ENSG00000276600,A0A096LP44
ENSG00000276600,Q96AH8
ENSG00000042781,O75445
ENSG00000065600,Q9H813
ENSG00000066027,Q15172
ENSG00000067533,Q9Y3B9
ENSG00000067704,Q9NSE4
ENSG00000081692,A0A087WT84
ENSG00000081692,Q9H9V9
ENSG00000082482,Q6ZW95
ENSG00000082482,B4DGU6
ENSG00000082482,U3N6F0
ENSG00000082482,C9JDK1
ENSG00000082482,U3N834
ENSG00000082482,C9JXY2
ENSG00000082482,F8WDE6
ENSG00000082482,O95069
ENSG00000082512,O00463
ENSG00000092969,P61812
ENSG00000092978,Q9NW75
ENSG00000116141,B4DIB3
ENSG00000116141,A0A087X0I6
ENSG00000116141,Q9P0L2
ENSG00000117650,F6U4U2
ENSG00000117650,P51955
ENSG00000117691,Q9UMX5
ENSG00000117697,Q53FM2
ENSG00000117697,Q5SY74
ENSG00000117697,Q5SY76
ENSG00000117697,Q96IY1
ENSG00000117707,U3KPY6
ENSG00000117707,C9JU29
ENSG00000117707,Q92786
ENSG00000117724,A0A087WTY4
ENSG00000117724,P49454
ENSG00000117791,X1WI34
ENSG00000117791,F6V6Z1
ENSG00000117791,Q969Z3
ENSG00000118873,F8WDJ2
ENSG00000118873,Q9H2M9
ENSG00000123684,Q92604
ENSG00000123685,Q9NR55
ENSG00000136628,V9GYZ6
ENSG00000136628,V9GZ76
ENSG00000136628,P07814
ENSG00000136630,F8VWZ5
ENSG00000136630,Q14774
ENSG00000136636,Q9Y597
ENSG00000136643,F5H7T0
ENSG00000136643,F6RJM5
ENSG00000136643,A0A087X1U5
ENSG00000136643,Q96S38
ENSG00000143353,Q5VWZ2
ENSG00000143476,F5GZ90
ENSG00000143476,Q9NZJ0
ENSG00000143493,A0A087WXK3
ENSG00000143493,A0A087X1Q0
ENSG00000143493,A0A087WYC2
ENSG00000143493,Q9NVH2
ENSG00000143494,A0A140VJZ5
ENSG00000143494,C9JY36
ENSG00000143494,Q86V25
ENSG00000143498,Q5JRA7
ENSG00000143498,Q15573
ENSG00000143499,B0R0U3
ENSG00000143499,Q9NRG4
ENSG00000143502,B7Z369
ENSG00000143502,V9GYN8
ENSG00000143502,Q5VX71
ENSG00000143507,A0A0B4J2F5
ENSG00000143507,Q9Y6W6
ENSG00000143512,Q6UWX4
ENSG00000143514,F8WBY9
ENSG00000143740,A0A087X2J6
ENSG00000143740,A0A087X0B7
ENSG00000143740,Q5SQN1
ENSG00000143742,Q659G3
ENSG00000143742,Q6P2S0
ENSG00000143742,E9PE20
ENSG00000143742,A0A024R3P3
ENSG00000143742,P49458
ENSG00000143748,C9JP83
ENSG00000143748,E9PH71
ENSG00000143748,C9J6P7
ENSG00000143748,F8WF01
ENSG00000143748,E9PGD8
ENSG00000143748,E7EWK7
ENSG00000143748,O15381
ENSG00000143751,Q6IQ49
ENSG00000143753,E7EMA0
ENSG00000143753,A0A024R3P1
ENSG00000143753,O15121
ENSG00000143756,B4E0H5
ENSG00000143756,Q9NVF7
ENSG00000143761,A0A024R3Q0
ENSG00000143761,P84077
ENSG00000143768,A1NY82
ENSG00000143768,O00292
ENSG00000143771,A6NJ96
ENSG00000143771,A6NLH6
ENSG00000143771,Q9P003
ENSG00000143772,P27987
ENSG00000143774,Q6IBG8
ENSG00000143774,B1ANG9
ENSG00000143774,B1ANH6
ENSG00000143774,B1ANH3
ENSG00000143774,B1ANH5
ENSG00000143774,B1ANH2
ENSG00000143774,B1ANH0
ENSG00000143774,Q16774
ENSG00000143776,A0A0A0MRJ1
ENSG00000143776,A0A0A0MRJ0
ENSG00000143776,Q5VT25
ENSG00000143786,Q8TBE1
ENSG00000143793,Q9BU76
ENSG00000143799,Q5VX84
ENSG00000143799,Q5VX85
ENSG00000143799,A0A024R3T8
ENSG00000143799,P09874
ENSG00000143801,B1AP22
ENSG00000143801,E5RJM5
ENSG00000143801,E5RG63
ENSG00000143801,E5RHT1
ENSG00000143801,E5RFW4
ENSG00000143801,P49810
ENSG00000143811,A0A087WZF0
ENSG00000143811,A0A087WZR9
ENSG00000143811,A0A087WTV6
ENSG00000143811,A0A087WX69
ENSG00000143811,A0A0S2Z5U6
ENSG00000143811,Q96C36
ENSG00000143815,C9JXK0
ENSG00000143815,C9JES9
ENSG00000143815,A0A494C1L1
ENSG00000143815,Q14739
ENSG00000143816,D9ZGG3
ENSG00000143816,O14904
ENSG00000143819,R4SBI6
ENSG00000143819,B1AQP8
ENSG00000143819,B1AQP9
ENSG00000143819,P07099
ENSG00000152104,E2J9M0
ENSG00000152104,Q15678
ENSG00000154305,Q5JRA6
ENSG00000154309,Q96F81
ENSG00000154342,P56704
ENSG00000154358,A6NGQ3
ENSG00000154358,A0A0A0MRI8
ENSG00000154358,A0A590UJD0
ENSG00000154358,A0A590UJJ2
ENSG00000154358,A0A590UJ10
ENSG00000154358,A0A590UJH9
ENSG00000154358,Q5VST9
ENSG00000154370,R4GMV1
ENSG00000154370,R4GNC3
ENSG00000154370,Q96F44
ENSG00000154380,A0A075B6E5
ENSG00000154380,A0A0U1RRM6
ENSG00000154380,Q8N8S7
ENSG00000162769,Q9Y5Y0
ENSG00000162771,Q8IYT1
ENSG00000162772,Q5VTZ4
ENSG00000162772,P18847
ENSG00000162813,V9HWF9
ENSG00000162813,F8W1J0
ENSG00000162813,F8VZG4
ENSG00000162813,A6NF51
ENSG00000162813,F8VRY7
ENSG00000162813,F8VVW8
ENSG00000162813,O95861
ENSG00000162814,R4GN71
ENSG00000162814,Q96L03
ENSG00000162817,Q9H7X2
ENSG00000162819,Q5VW33
ENSG00000162819,F5GXQ0
ENSG00000162819,Q5VW32
ENSG00000162909,C9JWY7
ENSG00000162909,P17655
ENSG00000162910,X6R631
ENSG00000162910,A0A024R3U3
ENSG00000162910,X6RIW1
ENSG00000162910,A0A0A0MST4
ENSG00000162910,A0A087X2A2
ENSG00000162910,Q7Z7F7
ENSG00000162913
ENSG00000162923,C9JCS7
ENSG00000162923,H0Y917
ENSG00000162923,A0A499FIZ0
ENSG00000162923,Q9H7D7
ENSG00000162931,A0A024R3R3
ENSG00000162931,E5RJW6
ENSG00000162931,E5RI62
ENSG00000162931,J3KQG0
ENSG00000162931,J3KNZ3
ENSG00000162931,Q9Y577
ENSG00000163041,B2R4P9
ENSG00000163041,B4DEB1
ENSG00000163041,A0A590UJJ6
ENSG00000163041,P84243
ENSG00000163050,Q8NI60
ENSG00000170385,Q9Y6M5
ENSG00000174606,Q5VTE6
ENSG00000178395,Q8N715
ENSG00000181450,V9GYU6
ENSG00000181450,B1APK8
ENSG00000181450,Q5SXM1
ENSG00000181873,Q5T440
ENSG00000182827,A0A024R3P9
ENSG00000182827,Q9H3P7
ENSG00000183814,H0Y322
ENSG00000183814,C9J5J4
ENSG00000183814,H7C4T7
ENSG00000183814,B1B047
ENSG00000185155,A0A024R3T7
ENSG00000185155,Q9H2W2
ENSG00000185523,Q537H7
ENSG00000185842,M9MMK7
ENSG00000185842,H0YBI3
ENSG00000185842,H0YBB1
ENSG00000185842,Q0VDD8
ENSG00000185888,A1L453
ENSG00000186063,Q96BJ3
ENSG00000186205,X6RIL1
ENSG00000186205,Q5VT66
ENSG00000187554,B1AZ06
ENSG00000187554,A0A2R8Y7Z4
ENSG00000187554,A0A2R8Y4Q2
ENSG00000196187,Q2HIZ8
ENSG00000196187,A1NY77
ENSG00000196187,X6RI56
ENSG00000196187,O94886
ENSG00000196482,C9J5W9
ENSG00000196482,F1D8R6
ENSG00000196482,F1D8R5
ENSG00000196482,C9JNX5
ENSG00000196482,K7EM35
ENSG00000196482,C9J0E3
ENSG00000196482,C9JU32
ENSG00000196482,P62508
ENSG00000196660,Q6XR72
ENSG00000197520,A6PVY2
ENSG00000197520,A6PVY1
ENSG00000197520,A6PVY3
ENSG00000198570,Q7Z3Z2
ENSG00000198835,Q5T442
ENSG00000203685,F8WD64
ENSG00000203685,Q69YW2
ENSG00000203697,H0YDN4
ENSG00000203697,A3QK36
ENSG00000203697,B1B154
ENSG00000203697,A6NHC0
ENSG00000203705,E9PPF0
ENSG00000203705,E9PRA1
ENSG00000203705,E9PP81
ENSG00000203705,E9PQP8
ENSG00000203705,Q17R31
ENSG00000243709,O75610
ENSG00000255835
ENSG00000010072,B1AKT1
ENSG00000010072,A0A024R3U2
ENSG00000010072,Q9H040
ENSG00000035687,A0A024R5Q7
ENSG00000035687,P30520
ENSG00000054267,X6RCR8
ENSG00000054267,Q4LE39
ENSG00000054277,Q6P5W7
ENSG00000054277,Q6GMT1
ENSG00000054277,Q9H1Y3
ENSG00000054282,A0A0C4DG71
ENSG00000054282,A0A0G2JR20
ENSG00000054282,A0A0G2JQM2
ENSG00000054282,A0A0G2JR50
ENSG00000054282,Q86SQ7
ENSG00000059588,Q13395
ENSG00000069248,Q8WUM0
ENSG00000077522,A0A494C1A0
ENSG00000077522,A0A494C166
ENSG00000077522,F6THM6
ENSG00000077522,A0A494C031
ENSG00000077522,A0A494C033
ENSG00000077522,A0A494C0Q3
ENSG00000077522,P35609
ENSG00000077585,Q5TAF0
ENSG00000077585,O60478
ENSG00000086619,Q5T1H5
ENSG00000086619,Q5TAE8
ENSG00000086619,Q86YB8
ENSG00000091483,A0A0S2Z4C3
ENSG00000091483,P07954
ENSG00000116574,A0A024R3Q7
ENSG00000116574,Q7L0Q8
ENSG00000116903,Q8IYI6
