Gene stable ID,UniProtKB Gene Name ID
ENSG00000198822,C9JIT1
ENSG00000198822,C9JUH9
ENSG00000198822,Q14832
ENSG00000205356,C9J2A1
ENSG00000205356,C9JEV4
ENSG00000205356,C9JUV4
ENSG00000205356,Q7Z6L1
ENSG00000205413,C9JKF1
ENSG00000205413,Q5K651
ENSG00000221909,J3QT35
ENSG00000221909,Q8TCP9
ENSG00000234545,G3XAI9
ENSG00000234545,C9JUX2
ENSG00000234545,H0YH72
ENSG00000234545,Q5BKY9
ENSG00000240720,C9K0I1
ENSG00000240720,A4D1F6
ENSG00000241468,E5RKA0
ENSG00000241468,C9JU26
ENSG00000241468,P56134
ENSG00000241685,V9HVZ6
ENSG00000241685,E9PF58
ENSG00000241685,Q92747
ENSG00000242265,B4DSP0
ENSG00000242265,A0A087WUL4
ENSG00000242265,A0A087WXK2
ENSG00000242265,A0A087WYS2
ENSG00000242265,A0A087WX23
ENSG00000242265,A0A087WZG9
ENSG00000242950,D0EYG5
ENSG00000242950,Q9UQF0
ENSG00000244623,Q8NHA4
ENSG00000248919,G3V325
ENSG00000248919,C9JJT5
ENSG00000272647
ENSG00000005075,F6S314
ENSG00000005075,P52435
ENSG00000005483,C9JNE1
ENSG00000005483,A0A087WYW5
ENSG00000005483,F8WAU9
ENSG00000005483,C9JQ68
ENSG00000005483,C9JYI9
ENSG00000005483,A0A590UK87
ENSG00000005483,Q8IZD2
ENSG00000066923,D6W5U7
ENSG00000066923,C9JYW5
ENSG00000066923,C9J3T3
ENSG00000066923,H7C0H6
ENSG00000066923,H0Y4S6
ENSG00000066923,C9JTG4
ENSG00000066923,Q9UJ98
ENSG00000077080,C9JQT4
ENSG00000077080,O94805
ENSG00000077454,A0A087X197
ENSG00000077454,O75427
ENSG00000078487,H7C4V9
ENSG00000078487,C9JUV7
ENSG00000078487,A0A0S2Z5N7
ENSG00000078487,Q9H0M4
ENSG00000085514,C9JJ79
ENSG00000085514,C9JGG1
ENSG00000085514,Q9UKJ1
ENSG00000087077,Q15654
ENSG00000087085,F8WD34
ENSG00000087085,F8WAR7
ENSG00000087085,A0A498U6H7
ENSG00000087085,C9JD78
ENSG00000087085,C9J2S3
ENSG00000087085,C9JZL6
ENSG00000087085,F8WD68
ENSG00000087085,P22303
ENSG00000087087,C9JUL9
ENSG00000087087,A0A0A0MSP6
ENSG00000087087,H7C3A1
ENSG00000087087,A0A087X0F4
ENSG00000087087,Q9BXP5
ENSG00000091127,E7EUH7
ENSG00000091127,Q96PZ0
ENSG00000105808,E7ERK1
ENSG00000105808,A0A087WUJ9
ENSG00000105808,E5RK78
ENSG00000105808,E5RGQ8
ENSG00000105808,E5RID2
ENSG00000105808,O43374
ENSG00000105819,G3V0E4
ENSG00000105819,F8WEA6
ENSG00000105819,F8WAZ6
ENSG00000105819,F8WEC8
ENSG00000105819,F8WBE1
ENSG00000105819,O75439
ENSG00000105821,F2Z3H0
ENSG00000105821,C9IZ83
ENSG00000105821,F2Z3N9
ENSG00000105821,Q99543
ENSG00000106261,E9PC66
ENSG00000106261,B3KRF7
ENSG00000106261,C9JRM9
ENSG00000106261,P17029
ENSG00000106290,E5RKA5
ENSG00000106290,C9JFL8
ENSG00000106290,C9JTY6
ENSG00000106290,F8WEJ7
ENSG00000106290,C9JIS2
ENSG00000106290,C9J7C4
ENSG00000106290,C9JHQ8
ENSG00000106290,E5RHA1
ENSG00000106290,J3KR72
ENSG00000106290,C9J088
ENSG00000106290,P49848
ENSG00000106327,E7ET36
ENSG00000106327,Q9UP52
ENSG00000106330,F8WF07
ENSG00000106330,C9J3M4
ENSG00000106330,O75425
ENSG00000106333,Q15113
ENSG00000106336,A4D2D3
ENSG00000106336,C9J4S8
ENSG00000106336,C9K0U2
ENSG00000106336,F8WC52
ENSG00000106336,O75426
ENSG00000106351,A0A0C4DG34
ENSG00000106351,A4D2D6
ENSG00000106351,O95081
ENSG00000106366,A0A024QYT5
ENSG00000106366,P05121
ENSG00000106367,A0A024QYT6
ENSG00000106367,A0A2R8YGH5
ENSG00000106367,A0A2R8Y7S3
ENSG00000106367,P61966
ENSG00000106384,Q86VF5
ENSG00000106397,C9JIX5
ENSG00000106397,H7C2A8
ENSG00000106397,C9JU11
ENSG00000106397,O60568
ENSG00000106400,O43257
ENSG00000106404,Q96FX9
ENSG00000106404,C9J3Z2
ENSG00000106404,C9JHQ4
ENSG00000106404,P56746
ENSG00000106436,A0A2R8YDI2
ENSG00000106436,Q9BUA6
ENSG00000121716,C9J8P3
ENSG00000121716,C9JTD2
ENSG00000121716,C9JPU0
ENSG00000121716,V9GYC2
ENSG00000121716,C9JGQ4
ENSG00000121716,C9JNA4
ENSG00000121716,Q9UKJ0
ENSG00000128563,A0A024QYV5
ENSG00000128563,E9PC43
ENSG00000128563,Q9H875
ENSG00000128564,Q05BJ3
ENSG00000128564,O15240
ENSG00000128581,A0A024QYV3
ENSG00000128581,A0A024QYT8
ENSG00000128581,F8WDY0
ENSG00000128581,Q9H7X7
ENSG00000128606,C9JT74
ENSG00000128606,Q8N6Y2
ENSG00000130427,G9JKG7
ENSG00000130427,P01588
ENSG00000135249,F8WDC5
ENSG00000135249,F8WAZ2
ENSG00000135249,C9J5S3
ENSG00000135249,F8WC46
ENSG00000135249,Q6NUQ1
ENSG00000135250,A0A024R704
ENSG00000135250,C9JWF7
ENSG00000135250,C9J2M4
ENSG00000135250,F8WAV6
ENSG00000135250,F8WBW4
ENSG00000135250,P78362
ENSG00000146776,C9K0V9
ENSG00000146776,H0Y8A2
ENSG00000146776,C9IZF2
ENSG00000146776,F8WDE7
ENSG00000146776,Q9ULK2
ENSG00000146826,B3KNS5
ENSG00000146826,C9JMZ9
ENSG00000146826,F8WFE0
ENSG00000146826,E9PFF9
ENSG00000146826,Q8WVR3
ENSG00000146828,C9J0I5
ENSG00000146828,C9JMQ7
ENSG00000146828,F8WEK3
ENSG00000146828,C9JBD8
ENSG00000146828,Q9BXP2
ENSG00000146830,O75420
ENSG00000146834,Q7L2J0
ENSG00000146839,Q9Y493
ENSG00000160813,Q8TAP8
ENSG00000160862,C9JEV0
ENSG00000160862,P25311
ENSG00000160963,Q96A83
ENSG00000160991,C9JQR7
ENSG00000160991,C9J2H9
ENSG00000160991,C9JUY6
ENSG00000160991,C9J5L2
ENSG00000160991,Q96SN7
ENSG00000160993,Q9NXW9
ENSG00000160999,C9JK89
ENSG00000160999,A0A087X016
ENSG00000161036,F8WBP5
ENSG00000161036,F8WDB4
ENSG00000161036,Q9UFC0
ENSG00000161040,C9JI88
ENSG00000161040,E7ERH8
ENSG00000161040,A0A0A0MRW5
ENSG00000161040,Q8NEE6
ENSG00000161048,C9JGB1
ENSG00000161048,Q6IQ20
ENSG00000161057,C9JLS9
ENSG00000161057,P35998
ENSG00000164815,A4D0P7
ENSG00000164815,G3V0H0
ENSG00000164815,O43913
ENSG00000166508,C9J8M6
ENSG00000166508,A0A0S2Z4A5
ENSG00000166508,P33993
ENSG00000166526,C9J5S8
ENSG00000166526,Q86U76
ENSG00000166526,C9JE35
ENSG00000166526,C9JK31
ENSG00000166526,P17036
ENSG00000166529,G3V1M0
ENSG00000166529,G3V0F4
ENSG00000166529,C9JHD9
ENSG00000166529,Q9Y5A6
ENSG00000166924,C9JS30
ENSG00000166924,Q6ZVC0
ENSG00000166925,Q9Y3Q8
ENSG00000166997,A0A0J9YXE1
ENSG00000166997,Q8N129
ENSG00000167011,C9JB11
ENSG00000167011,Q8N8M0
ENSG00000168090,C9JQK5
ENSG00000168090,H7C3T0
ENSG00000168090,E7EM64
ENSG00000168090,Q7L5N1
ENSG00000168255,E7EP90
ENSG00000168255,A0A0B4J2F8
ENSG00000168255,E2QRJ6
ENSG00000168255,E7EWC6
ENSG00000168255,F8WF84
ENSG00000168255,A0A0B4J1Z8
ENSG00000169871,A0A0D9SF19
ENSG00000169871,C9JI91
ENSG00000169871,Q9BRZ2
ENSG00000169876,E7EPM4
ENSG00000169876,Q685J3
ENSG00000169894,Q02505
ENSG00000170615,Q496J3
ENSG00000170615,Q496J0
ENSG00000170615,Q7Z7F4
ENSG00000170615,F8WD50
ENSG00000170615,F8WDL4
ENSG00000170615,E9PCM2
ENSG00000170615,P58743
ENSG00000170632,H7C2M7
ENSG00000170632,A0A0J9YWR7
ENSG00000170632,A0A0J9YXE4
ENSG00000170632,H7BXQ8
ENSG00000170632,C9J5N7
ENSG00000170632,H7BXM8
ENSG00000170632,A0A0J9YXV5
ENSG00000170632,A0A0J9YY38
ENSG00000170632,Q8N2F6
ENSG00000170667,F5GXT2
ENSG00000170667,F8W6L0
ENSG00000170667,C9J798
ENSG00000172336,C9JYM0
ENSG00000172336,O75817
ENSG00000172354,E7EP32
ENSG00000172354,Q6FHM2
ENSG00000172354,C9JZN1
ENSG00000172354,C9JXA5
ENSG00000172354,C9JIS1
ENSG00000172354,P62879
ENSG00000173678,A6NHP3
ENSG00000176125,A0A5F9ZGY7
ENSG00000176125,Q6NVU6
ENSG00000185055,J3KR48
ENSG00000185055,C9J654
ENSG00000185055,J3KR52
ENSG00000185055,A0A2R8YDC4
ENSG00000185055,A0A2R8Y6P2
ENSG00000185055,A6NFE3
ENSG00000185955,Q8IZ16
ENSG00000187416,C9JA52
ENSG00000188186,A0A087WVU0
ENSG00000188186,A0A087WV46
ENSG00000188186,C9JXA7
ENSG00000188186,A0A087WT92
ENSG00000188186,A0A087WVK8
ENSG00000188186,A0A087WWR0
ENSG00000188186,Q0VGL1
ENSG00000189056,J3KQ66
ENSG00000189056,P78509
ENSG00000196411,Q96L35
ENSG00000196411,Q541P7
ENSG00000196411,P54760
ENSG00000197093,C9IZ77
ENSG00000197093,A0A0J9YVN4
ENSG00000197093,A0A0J9YXX0
ENSG00000197093,A0A0J9YYD8
ENSG00000197093,Q96RP7
ENSG00000205236
ENSG00000205238,I6XC90
ENSG00000205238,Q495Y8
ENSG00000205277,H7BXN1
ENSG00000205277,Q9UKN1
ENSG00000205307,A0A087WYF9
ENSG00000205307,Q8TEE9
ENSG00000213413,Q6DKI7
ENSG00000213420,A0A0J9YXG7
ENSG00000213420,Q8N158
ENSG00000214253,F8WBT1
ENSG00000214253,F8WD11
ENSG00000214253,C9JXH1
ENSG00000214253,F5H8A8
ENSG00000214253,F5H509
ENSG00000214253,Q9Y3D6
ENSG00000214300,A6NKU9
ENSG00000214309,C9JAV3
ENSG00000214309,A4D2B0
ENSG00000221838,F8WCR6
ENSG00000221838,F8WDR3
ENSG00000221838,H7BZV3
ENSG00000221838,F8WCC5
ENSG00000221838,C9JWL4
ENSG00000221838,C9JMG3
ENSG00000221838,C9IZL5
ENSG00000221838,C9JC87
ENSG00000221838,O00189
ENSG00000222011,F8WFC0
ENSG00000222011,C9JFL0
ENSG00000222011,Q8N0U4
ENSG00000228049,A6NFM0
ENSG00000228049,Q9GZM3
ENSG00000239521
ENSG00000257923,A0A2R8YDI1
ENSG00000257923,A0A2R8Y852
ENSG00000257923,Q13948
ENSG00000257923,P39880
ENSG00000260097,P0CI01
ENSG00000267368,B0FP48
ENSG00000267645
ENSG00000270249
ENSG00000272752
ENSG00000279168
ENSG00000001626,A0A024R730
ENSG00000001626,E7EPB6
ENSG00000001626,C9J6L5
ENSG00000001626,A0A3B3ITW0
ENSG00000001626,A0A3B3IT97
ENSG00000001626,A0A3B3ITW5
ENSG00000001626,P13569
ENSG00000002745,E9PH60
ENSG00000002745,Q9UBV4
ENSG00000004059,A4D0Z3
ENSG00000004059,C9J1Z8
ENSG00000004059,P84085
ENSG00000004866,G3XAH9
ENSG00000004866,B7Z4L1
ENSG00000004866,B7Z4U3
ENSG00000004866,E7EPD9
ENSG00000004866,E9PF01
ENSG00000004866,C9JWK8
ENSG00000004866,C9JU30
ENSG00000004866,C9JRQ0
ENSG00000004866,C9J2Z1
ENSG00000004866,C9JZV9
ENSG00000004866,E7EMS3
ENSG00000004866,C9JRW1
ENSG00000004866,E7EPW5
ENSG00000004866,E9PCV1
ENSG00000004866,X5DRA0
ENSG00000004866,E7ENZ9
ENSG00000004866,H7BXS2
ENSG00000004866,C9JX79
ENSG00000004866,Q9NRC1
ENSG00000005249,A0A024R712
ENSG00000005249,P31323
ENSG00000006652,A4D0U1
ENSG00000006652,E9PMY4
ENSG00000006652,H0YEE3
ENSG00000006652,C9J311
ENSG00000006652,C9JLG5
ENSG00000006652,C9JA65
ENSG00000006652,C9J7U6
ENSG00000006652,C9JNM6
ENSG00000006652,O00458
ENSG00000008282,A4D0R1
ENSG00000008282,C9JYN0
ENSG00000008282,A0A0U1RQT9
ENSG00000008282,Q16563
ENSG00000008311,A4D0W4
ENSG00000008311,F8WE53
ENSG00000008311,H7C0C6
ENSG00000008311,F8WAH1
ENSG00000008311,Q9UDR5
ENSG00000048405,C9K0M9
ENSG00000048405,C9JHX9
ENSG00000048405,A0A087WXB4
ENSG00000048405,C9JLY3
ENSG00000048405,Q2TB10
ENSG00000064419,A0A024R794
ENSG00000064419,C9J7E5
ENSG00000064419,E9PFH4
ENSG00000064419,Q9Y5L0
ENSG00000071243,A0A0C4DG38
ENSG00000071243,E7ET07
ENSG00000071243,Q9NXR8
ENSG00000075790,B7Z2L0
ENSG00000075790,E9PAJ1
ENSG00000075790,C9JGJ9
ENSG00000075790,C9IYK6
ENSG00000075790,H7C5E2
ENSG00000075790,C9JP06
ENSG00000075790,C9JTE9
ENSG00000075790,F8WDG1
ENSG00000075790,F8WB99
ENSG00000075790,Q9UHQ4
ENSG00000077063,Q20BG9
ENSG00000077063,F8WB16
ENSG00000077063,C9JFC9
ENSG00000077063,C9JVQ6
ENSG00000077063,C9J720
ENSG00000077063,Q8WZ74
ENSG00000081800,A4D0X1
ENSG00000081800,F8WEM4
ENSG00000081800,F8WEH1
ENSG00000081800,F5GYP1
ENSG00000081800,Q9BZW2
ENSG00000081803,F8W8P5
ENSG00000081803,X5DNG0
ENSG00000081803,A0A087X1P3
ENSG00000081803,C9IYE1
ENSG00000081803,Q86UW7
ENSG00000091128,A0A0C4DG90
ENSG00000091128,C9JMJ0
ENSG00000091128,A4D0S4
ENSG00000091129,C9J8B6
ENSG00000091129,C9JH43
ENSG00000091129,C9JUR7
ENSG00000091129,A0A087X2B3
ENSG00000091129,C9JYY6
ENSG00000091129,C9JF43
ENSG00000091129,F8W775
ENSG00000091129,Q92823
ENSG00000091136,G3XAI2
ENSG00000091136,C9J296
ENSG00000091136,E9PCS6
ENSG00000091136,E7EPA6
ENSG00000091136,P07942
ENSG00000091137,C9JQG1
ENSG00000091137,O43511
ENSG00000091138,C9JFJ2
ENSG00000091138,F8WBL6
ENSG00000091138,P40879
ENSG00000091140,A0A024R713
ENSG00000091140,F8WDY5
ENSG00000091140,E9PEX6
ENSG00000091140,F8WDM5
ENSG00000091140,F2Z2E3
ENSG00000091140,A0A1W2PR83
ENSG00000091140,P09622
ENSG00000105835,A0A024R718
ENSG00000105835,C9JG65
ENSG00000105835,A0A0C4DFS8
ENSG00000105835,C9JF35
ENSG00000105835,P43490
ENSG00000105851,A0A024R720
ENSG00000105851,E9PDN7
ENSG00000105851,P48736
ENSG00000105856,C9JAW1
ENSG00000105856,C9J5U3
ENSG00000105856,C9J8V6
ENSG00000105856,H7C4S2
ENSG00000105856,C9JQU7
ENSG00000105856,A0A024R722
ENSG00000105856,H7C574
ENSG00000105856,C9JPK6
ENSG00000105856,O60381
ENSG00000105865,F2Z2E4
ENSG00000105865,A4D0R5
ENSG00000105865,F8WEL2
ENSG00000105865,F8WFE3
ENSG00000105865,O95620
ENSG00000105879,F8WEM5
ENSG00000105879,C9J2P9
ENSG00000105879,C9K074
ENSG00000105879,Q75N03
ENSG00000105967,B7Z757
ENSG00000105967,O14948
ENSG00000105971,Q53X57
ENSG00000105971,E9PCT3
ENSG00000105971,P51636
ENSG00000105974,Q2TNI1
ENSG00000105974,A0A024R757
ENSG00000105974,C9JKI3
ENSG00000105974,F8WDM7
ENSG00000105974,E9PCT5
ENSG00000105974,Q03135
ENSG00000105976,A0A024R728
ENSG00000105976,H7C130
ENSG00000105976,C9JKM5
ENSG00000105976,H7C174
ENSG00000105976,A0A024R759
ENSG00000105976,P08581
ENSG00000105989,C9JUI2
ENSG00000105989,F8WDR1
ENSG00000105989,A0A3B3ITC9
ENSG00000105989,P09544
ENSG00000106013,C9J2M7
ENSG00000106013,C9JIJ7
ENSG00000106013,A0A0U1RQQ7
ENSG00000106013,Q92527
ENSG00000106025,A0A024R740
ENSG00000106025,H7C0X9
ENSG00000106025,C9IZ82
ENSG00000106025,C9JC05
ENSG00000106025,C9J9U1
ENSG00000106025,C9JQM0
ENSG00000106025,O95859
ENSG00000106034,G5E9U2
ENSG00000106034,Q5MJQ4
ENSG00000106034,H0YB19
ENSG00000106034,E9PCC8
ENSG00000106034,E7ENG7
ENSG00000106034,A4D0V7
ENSG00000106278,A0A494C1B4
ENSG00000106278,A0A494C1F0
ENSG00000106278,A0A494C1J5
ENSG00000106278,A0A494C087
ENSG00000106278,A0A494C0V2
ENSG00000106278,A0A494C1H9
ENSG00000106278,A0A494C0U4
ENSG00000106278,A0A494C1R4
ENSG00000106278,A0A494C036
ENSG00000106278,A0A494C055
ENSG00000106278,P23471
ENSG00000106299,O00401
ENSG00000106302,F8WDH9
ENSG00000106302,C9J6F9
ENSG00000106302,C9JU18
ENSG00000106302,Q2M3T9
ENSG00000106304,Q5D1J4
ENSG00000106304,C9J2X5
ENSG00000106304,P38567
ENSG00000106328,R4GN86
ENSG00000106328,F8WDZ8
ENSG00000106328,Q9NQT6
ENSG00000106331,Q3KNR5
ENSG00000106331,A0A0A0MRB6
ENSG00000106331,J3KPG0
ENSG00000106331,A0A1W2PPX4
ENSG00000106344,A0A024R753
ENSG00000106344,C9JAA9
ENSG00000106344,C9JE21
ENSG00000106344,Q9NW13
ENSG00000106348,C9J381
ENSG00000106348,H7C511
ENSG00000106348,C9K0R9
ENSG00000106348,F8WDE9
ENSG00000106348,C9J029
ENSG00000128512,C9J7D9
ENSG00000128512,C9JDB3
ENSG00000128512,F8WES4
ENSG00000128512,F5GXW1
ENSG00000128512,C9J637
ENSG00000128512,A0A590UJM5
ENSG00000128512,Q8N1I0
ENSG00000128513,Q5MJ34
ENSG00000128513,A8MTK3
ENSG00000128513,Q5MJ33
ENSG00000128513,B7Z7M5
ENSG00000128513,Q5MJ35
ENSG00000128513,V9GZ00
ENSG00000128513,A0A024R739
ENSG00000128513,C9JPG9
ENSG00000128513,A0A590UJM4
ENSG00000128513,A0A590UJF7
ENSG00000128513,A0A590UJP0
ENSG00000128513,A0A590UJF2
ENSG00000128513,A0A590UJR1
ENSG00000128513,Q9NUX5
ENSG00000128519,Q9NYV7
ENSG00000128524,A4D1K0
ENSG00000128524,Q16864
ENSG00000128534,C9JIZ0
ENSG00000128534,A4D0W0
ENSG00000128534,F2Z2Y6
ENSG00000128534,C9JNV3
ENSG00000128534,O95777
ENSG00000128536,E9PEI5
ENSG00000128536,E7EQG5
ENSG00000128536,F8WF00
ENSG00000128536,H7C555
ENSG00000128536,Q6ZTQ4
ENSG00000128573,Q0PRL4
ENSG00000128573,Q8N6B5
ENSG00000128573,X5D2H2
ENSG00000128573,Q75MZ5
ENSG00000128573,A8MUV4
ENSG00000128573,F8WDL6
ENSG00000128573,A8MTU2
ENSG00000128573,C9JQP8
ENSG00000128573,A0A0U1RQR8
ENSG00000128573,A0A1W2PS63
ENSG00000128573,A0A0U1RQY3
ENSG00000128573,A0A0U1RQM2
ENSG00000128573,A0A0U1RQE0
ENSG00000128573,O15409
ENSG00000128590,Q6FIF1
ENSG00000128590,Q9UBS3
ENSG00000128591,Q14315
ENSG00000128594,C9J7K7
ENSG00000128594,C9J7V8
ENSG00000128594,C9JA92
ENSG00000128594,Q9HBW1
ENSG00000128595,Q6IAW5
ENSG00000128595,A0A024R755
ENSG00000128595,O43852
ENSG00000128596,C9JAD8
ENSG00000128596,C9J884
ENSG00000128596,C9IYI5
ENSG00000128596,H0Y876
ENSG00000128596,C9JE17
ENSG00000128596,C9JU31
ENSG00000128596,Q96JN2
ENSG00000128602,H7C5S9
ENSG00000128602,A0A590UJE7
ENSG00000128602,Q99835
ENSG00000128604,A0A0G2UM11
ENSG00000128604,C9JB67
ENSG00000128604,A0A087WWA0
ENSG00000128604,C9JYP7
ENSG00000128604,F8WDH6
ENSG00000128604,C9J7M2
ENSG00000128604,C9JAU6
ENSG00000128604,Q13568
ENSG00000128609,A0A087WXR5
ENSG00000128609,F8WAS3
ENSG00000128609,A0A024R745
ENSG00000128609,A0A087X1G1
ENSG00000128609,C9IZN5
ENSG00000128609,Q16718
ENSG00000128610,C9J0C5
ENSG00000128610,A0PJY2
ENSG00000128617,Q0PJU0
ENSG00000128617,P03999
ENSG00000135241,A0A024R746
ENSG00000135241,A0A0C4DG51
ENSG00000135241,C9JAX4
ENSG00000135241,C9J9W9
ENSG00000135241,Q9NP80
ENSG00000135245,Q9Y5L2
ENSG00000135248,F8WC62
ENSG00000135248,H7C4R1
ENSG00000135248,F8WC78
ENSG00000135248,Q96KD3
ENSG00000135253,A0A087WVT8
ENSG00000135253,A0A087X1L3
ENSG00000135253,A0A087WXB2
ENSG00000135253,Q6ZWJ8
ENSG00000135269,A4D0U5
ENSG00000135269,F8WDI4
ENSG00000135269,F8W7T0
ENSG00000135269,Q9UGI8
ENSG00000135272,C9J104
ENSG00000135272,H7C4B9
ENSG00000135272,H7BZY3
ENSG00000135272,C9J784
ENSG00000135272,Q9P1T7
ENSG00000146802,A0A024R716
ENSG00000146802,C9IZT1
ENSG00000146802,H7C268
ENSG00000146802,C9JVE9
ENSG00000146802,Q9H0V1
ENSG00000146809,Q7Z4V1
ENSG00000146809,A0A0C4DG46
ENSG00000146809,C9J956
ENSG00000146809,Q8WXK1
ENSG00000154415,C9JZB3
ENSG00000154415,Q16821
ENSG00000154438,F8WDQ2
ENSG00000154438,C9JP59
ENSG00000154438,Q8WWH4
ENSG00000158457,Q86UF1
ENSG00000158467,C9K0S0
ENSG00000158467,C9JZV7
ENSG00000158467,Q96HN2
ENSG00000164597,U3KQU7
ENSG00000164603,H0Y6Y0
ENSG00000164603,Q1RMZ1
ENSG00000164604,A4D0T8
ENSG00000164604,C9JDK8
ENSG00000164604,C9JBQ9
ENSG00000164604,P60893
ENSG00000164675,A1A4Z1
ENSG00000164675,A0A024R771
ENSG00000164675,Q8NA54
ENSG00000165055,F8WAS9
ENSG00000165055,H7C552
ENSG00000165055,Q6P1Q9
ENSG00000170775,O15354
ENSG00000170807,C9J8F4
ENSG00000170807,Q6P5Q4
ENSG00000172209,Q99680
ENSG00000173114,A4D0T1
ENSG00000173114,E7EW58
ENSG00000173114,Q9H3W5
ENSG00000174697,A4D0Y8
ENSG00000174697,P41159
ENSG00000177683,C9JIH7
ENSG00000177683,Q7Z6K1
ENSG00000179562,A4D0Z4
ENSG00000179562,Q96CN9
ENSG00000179603,H7C4V5
ENSG00000179603,A0A0A0MT06
ENSG00000179603,E7ETK3
ENSG00000179603,C9J7I1
ENSG00000179603,O00222
ENSG00000181016,Q8N8F7
ENSG00000184408,A4D0V9
ENSG00000184408,Q9NZV8
ENSG00000184903,A4D0S9
ENSG00000184903,C9JQE1
ENSG00000184903,C9JVB0
ENSG00000184903,A0A0C4DG32
ENSG00000184903,Q96T52
ENSG00000188050,Q8WVZ7
ENSG00000196937,C9JMN4
ENSG00000196937,C9JP35
ENSG00000196937,Q92520
ENSG00000197157,A0A140VK49
ENSG00000197157,H7C597
ENSG00000197157,Q7KZF4
ENSG00000198839,G5E9M4
ENSG00000198839,C9JH62
ENSG00000198839,E7EW13
ENSG00000198839,C9J3B6
ENSG00000198839,H7C460
ENSG00000198839,F8WBE4
ENSG00000198839,Q9NRM2
ENSG00000198898,A4D0V4
ENSG00000198898,F8WED3
ENSG00000198898,A0A0D9SET8
ENSG00000198898,C9J7V0
ENSG00000198898,C9JCZ4
ENSG00000198898,F8W9N7
ENSG00000198898,C9JUG7
ENSG00000198898,P47755
ENSG00000205085,C9K0C0
ENSG00000205085,Q6NXP2
ENSG00000224940,C9JVX5
ENSG00000224940,C9JQT1
ENSG00000224940,C9JWH6
ENSG00000224940,C9JH25
ENSG00000234224,B2RXF0
ENSG00000235631,C9JVJ0
ENSG00000235631,Q8N7C7
ENSG00000253276,A0A0C4DGU7
ENSG00000253276,Q8N9Z2
ENSG00000275356
ENSG00000006459,Q6ZMT4
ENSG00000006530,F8WDD1
ENSG00000006530,E9PG39
ENSG00000006530,A4D1U5
ENSG00000006530,E9PC15
ENSG00000006530,A0A3B3ISY9
ENSG00000006530,A0A3B3ITX7
ENSG00000006530,A0A3B3IRM6
ENSG00000006530,A0A3B3ITD0
ENSG00000006530,A0A0G2JLG5
ENSG00000006530,A0A3B3IUC9
ENSG00000006530,A0A0G2JLD0
ENSG00000006530,A0A3B3IS09
ENSG00000006530,A0A3B3ISZ0
ENSG00000006530,A0A3B3ITV0
ENSG00000006530,Q53H12
ENSG00000059377,A0A0A0MSK3
ENSG00000059377,Q53F23
ENSG00000059377,A0A498U6I9
ENSG00000059377,C9JS68
ENSG00000059377,F8WD37
ENSG00000059377,A0A0C4DH47
ENSG00000059377,F8WC80
ENSG00000059377,P24557
ENSG00000059378,A4D1T0
ENSG00000059378,G5E9U9
ENSG00000059378,H7C4L8
ENSG00000059378,Q9H0J9
ENSG00000064393,H7BXX9
ENSG00000064393,Q9H2X6
ENSG00000080802,A0A024R781
ENSG00000080802,A0A024R776
ENSG00000080802,A0A024R785
ENSG00000080802,A0A0A0MRD2
ENSG00000080802,O95628
ENSG00000085662,E9PCX2
ENSG00000085662,A0A024R7A8
ENSG00000085662,E9PEF9
ENSG00000085662,P15121
ENSG00000090263,A4D1T3
ENSG00000090263,C9JBY7
ENSG00000090263,Q9Y291
ENSG00000090266,C9IZZ2
ENSG00000090266,A4D1T5
ENSG00000090266,C9IZW8
ENSG00000090266,H7C5B8
ENSG00000090266,C9JXM4
ENSG00000090266,F8WCJ6
ENSG00000090266,C9JRV4
ENSG00000090266,O95178
ENSG00000091704,C9JUZ4
ENSG00000091704,S4R433
ENSG00000091704,C9JQ63
ENSG00000091704,C9JUF9
ENSG00000091704,P15085
ENSG00000091732,F8WAU5
ENSG00000091732,F8WBD7
ENSG00000091732,F8WF13
ENSG00000091732,C9J0I9
ENSG00000091732,F8WDK5
ENSG00000091732,Q86WB0
ENSG00000105875,C9J1X0
ENSG00000105875,A4D1P6
ENSG00000105887,Q69YG1
ENSG00000105887,C9JL85
ENSG00000105887,P58546
ENSG00000105894,A0A024R778
ENSG00000105894,C9JR52
ENSG00000105894,P21246
ENSG00000105929,A0A024R791
ENSG00000105929,A0A2R8Y7G6
ENSG00000105929,A0A2R8YGN5
ENSG00000105929,A0A2R8YE46
ENSG00000105929,A0A2R8Y6X9
ENSG00000105929,Q9HBG4
ENSG00000105939,C9J6P4
ENSG00000105939,Q7Z2W4
ENSG00000105948,Q96CU4
ENSG00000105948,B7Z6R6
ENSG00000105948,B7Z2T3
ENSG00000105948,F8WEZ4
ENSG00000105948,A0AVF1
ENSG00000106028,A4D1U3
ENSG00000106028,C9J8J0
ENSG00000106028,C9K0U8
ENSG00000106028,E7EUY5
ENSG00000106028,A0A0G2JLD8
ENSG00000106028,Q04837
ENSG00000106123,A0A087WTE3
ENSG00000106123,A0A087WYP8
ENSG00000106123,F8WCM8
ENSG00000106123,A0A087WZL4
ENSG00000106123,A0A0G2JNH7
ENSG00000106123,J3KQU5
ENSG00000106123,A0A0G2JNC5
ENSG00000106123,A0A0J9YXG1
ENSG00000106459,A0A024R770
ENSG00000106459,A0A024R774
ENSG00000106459,C9JP85
ENSG00000106459,Q16656
ENSG00000106477,F8WF85
ENSG00000106477,F8WAV3
